text,label,clean_text,embeddings
哦，对的，亲那个复方克霉唑乳膏的话，一是抗真菌的作用，二是抗炎抗炎的作用，它有两个作用的，所以相对来说的话，比较适合你，然后他克莫司的话，它是不含激素的抗真菌的一个药膏可以用的啊，现在的话我估计你的真菌的成分不一定很多的，我们主要的是要把它的炎症啊，修复下去，如果炎症已经啊就是下去了之后的话，后期的话可以用兰美塑这一类的这种抗真菌的药，你那时候用它就不会刺激你现在用如果直接用这种抗真菌的药物的话，有可能会导致皮疹的加重，甚至湿疹化。,1,哦对的亲那个复方克霉唑乳膏的话一是抗真菌的作用二是抗炎抗炎的作用它有两个作用的所以相对来说的话比较适合你然后他克莫司的话它是不含激素的抗真菌的一个药膏可以用的啊现在的话我估计你的真菌的成分不一定很多的我们主要的是要把它的炎症啊修复下去如果炎症已经啊就是下去了之后的话后期的话可以用兰美塑这一类的这种抗真菌的药你那时候用它就不会刺激你现在用如果直接用这种抗真菌的药物的话有可能会导致皮疹的加重甚至湿疹化,"[-0.25493684 -1.159196   -0.5031452  ...  0.6286828  -0.18148257
 -0.2817409 ]"
如无任何不适，搽玉泽或露得清乳膏。,1,如无任何不适搽玉泽或露得清乳膏,"[-0.6076697  -0.77099407 -0.47728    ...  0.6713102  -0.57978773
 -0.23606783]"
《ADCT-特应性皮炎评分调查表》，得分：12分；,0,ADCT特应性皮炎评分调查表得分12分,"[-0.55526817 -0.7832922  -1.2689055  ...  0.03328246 -0.61795497
 -0.29922524]"
按照我们临床指南的要求，如果是其它高危HPV感染，但TCT(液基薄层细胞检测)是正常的话，可以随访，不用做阴道镜活检。,1,按照我们临床指南的要求如果是其它高危HPV感染但TCT液基薄层细胞检测是正常的话可以随访不用做阴道镜活检,"[-0.7637641  -0.9290434  -0.92484057 ... -0.15088633 -0.47259557
  0.1527524 ]"
你这个不是癌啊，目前是癌前跟S不两个概念啊，现在不是肺癌，如果是肺癌的话就让你手术了，你这是呃，我们现在叫腺体，前期病变不是肺癌哦哦，定期复查随访就好了，然后这个链接你可以打开看一看。,1,你这个不是癌啊目前是癌前跟S不两个概念啊现在不是肺癌如果是肺癌的话就让你手术了你这是呃我们现在叫腺体前期病变不是肺癌哦哦定期复查随访就好了然后这个链接你可以打开看一看,"[-0.691398   -0.5428233  -0.4806906  ...  0.28212804 -0.14130545
  0.32370865]"
然后配合康复治疗，可以改善功能状态，提高生活质量。,1,然后配合康复治疗可以改善功能状态提高生活质量,"[-0.7903334  -1.2535725   0.11421955 ...  0.13286969 -0.6295637
  0.11910364]"
B超检查结果子宫、卵巢、内膜都是正常的，盆腔没有积液。,1,B超检查子宫卵巢内膜都是正常的盆腔没有积液,"[-0.91867286 -1.09862    -0.3089727  ...  0.10627801  0.01993765
  0.40195382]"
一个药很安全，每月一针。,1,一个药很安全每月一针,"[-1.3259556  -1.1408153  -0.13977095 ... -0.13520318 -0.4166858
  0.01380256]"
那传要传原图帮我看不清楚。,0,那传要传原图帮我看不清楚,"[-0.50481576 -0.94207054 -0.17669345 ...  0.9230964   0.07803977
  0.10278481]"
因为从影像学看这个病灶也不是很大，但宫颈后面这个东西是什么，我就不太清楚了，我能回答的都已经回答了。,1,因为从影像学看这个病灶也不是很大但宫颈后面这个东西是什么我就不太清楚了我能回答的都已经回答了,[-1.1158543 -1.000019  -0.7773848 ...  0.2290661 -0.6013964  0.3994664]
你好是这样子的啊，其实前面的我已经写的很清楚了，呃，这个HP18呢，是一个嗯最高的病毒中的一种啊，呃，她就容易导致宫颈的病变，那么呃，我们这个宫颈的病变呢，包括这个低级别病变高级别病变和宫颈癌啊，攻低级别病变呢，它并不是癌症病变，呃，理论上的话，我们这个呃，现在什么都不做啊，一年后复查他也可能会好的，好的概率60%这样子吧啊，但是你要去好好的锻炼提高抵抗力免疫力啊，呃，这个病毒的转移性呢，平均的转移，时间一到两年，也就是说，明年你可能就能转运，随着病毒的转阴呢，这个低级病变也可以也可能能转运的知道吧啊，也可能会好的，如果不好，我们在做这个激光啊之类的治疗也是来得及的啊，也其实不是很着急。,1,你好是这样子的啊其实前面的我已经写的很清楚了呃这个HP18呢是一个嗯最高的病毒中的一种啊呃她就容易导致宫颈的病变那么呃我们这个宫颈的病变呢包括这个低级别病变高级别病变和宫颈癌啊攻低级别病变呢它并不是癌症病变呃理论上的话我们这个呃现在什么都不做啊一年后复查他也可能会好的好的概率60这样子吧啊但是你要去好好的锻炼提高抵抗力免疫力啊呃这个病毒的转移性呢平均的转移时间一到两年也就是说明年你可能就能转运随着病毒的转阴呢这个低级病变也可以也可能能转运的知道吧啊也可能会好的如果不好我们在做这个激光啊之类的治疗也是来得及的啊也其实不是很着急,"[-0.66245615 -0.5176932  -0.36278325 ...  0.5092138  -0.55060506
  0.34304664]"
以上那些化验与你怀孕与不怀孕无关,1,以上那些化验与你怀孕与不怀孕无关,"[-0.9407078  -1.370291   -0.8507385  ...  0.49609995 -0.12097888
 -0.404197  ]"
某些饮食，如果加重瘙痒，或明确引发皮疹，则暂停使用。,1,某些饮食如果加重瘙痒或明确引发皮疹则暂停使用,"[ 0.04774454 -1.1611828  -1.4866875  ...  0.7370101  -1.067524
 -0.33928424]"
怎么才能把这个根治了？,0,怎么才能把这个根治了,"[-0.7068027  -1.280565   -0.16762486 ... -0.00882171 -0.4476687
 -0.18052135]"
如果可以手术，等床2-3周。,1,如果可以手术等床23周,"[-0.8816059  -0.4843858  -0.4667172  ...  0.28502426 -1.0651348
 -0.47151807]"
脂溢性皮炎 擦二硫化硒 然后擦他克莫司。,1,脂溢性皮炎擦二硫化硒然后擦他克莫司,"[-0.18149199 -1.1023972  -0.4953335  ...  0.49666613 -0.361581
 -0.62844527]"
或者复方克霉唑乳膏香港奥青的最好,1,或者复方克霉唑乳膏香港奥青的最好,"[-0.49446929 -1.14994    -0.39961863 ...  0.42825192 -0.78742313
 -0.08668398]"
医生掌握的好，效果都一样。,0,医生掌握的好效果都一样,"[-0.5342724  -1.1298494  -0.31194767 ...  0.10181463 -0.78750134
 -0.03855811]"
这2中药物治疗一段时间看看效果如何,1,这2中药物治疗一段时间看看效果如何,"[-0.7726021  -1.5078743  -0.08294147 ...  0.4108704   0.02970719
 -0.1048612 ]"
不像乳腺癌转移，如果是恶性肿瘤，只能是肺原发性肺癌。,1,不像乳腺癌转移如果是恶性肿瘤只能是肺原发性肺癌,"[-0.7806248  -0.7054117  -0.63774955 ...  0.7415393  -0.5585462
  0.5261775 ]"
当然，因为宫颈锥切治疗的话呢，并不是说特别复杂呃，当然选择怎么去治疗的话，你自己呃，知道了这个事自己考虑的。,0,当然因为宫颈锥切治疗的话呢并不是说特别复杂呃当然选择怎么去治疗的话你自己呃知道了这个事自己考虑的,"[-0.5666405  -0.86719054 -0.61667776 ...  0.0739211  -0.8608473
  0.2614124 ]"
洗浴频度以每日1次为宜。,1,洗浴频度以每日1次为宜,"[-1.2857351  -0.75411713 -0.6921906  ...  0.5469907   0.03555331
  0.24933009]"
搜“红房子医院患者移动服务平台”公众号，看看能否通过互联网医院开单子。,1,搜红房子医院患者移动服务平台公众号看看能否通过互联网医院开单子,"[-0.6056254  -1.2350143  -0.5173234  ...  0.14291477 -0.83684504
  0.34265321]"
1、可以做一下皮肤镜或者皮肤活检病理化验，确诊一下到底是否为扁平疣。,1,1可以做一下皮肤镜或者皮肤活检病理化验确诊一下到底是否为扁平疣,"[-0.5289624  -0.7313292  -0.1981979  ...  0.18659237 -0.71457505
  0.18054785]"
如无明显症状，暂时不做特别处理。,1,如无明显症状暂时不做特别处理,"[-1.1070532  -0.75825167 -0.6225494  ...  0.5114321  -0.60903823
  0.04478776]"
而不用切开腹壁,1,而不用切开腹壁,"[-0.33130378 -1.1320052  -0.16729908 ...  0.48029208 -0.7799387
  0.15977138]"
应该是巧囊概率大。,1,应该是巧囊概率大,"[-1.209816   -0.47355354 -0.7562729  ... -0.31636295 -0.771174
  0.41656727]"
实在不放心去做个petct,1,实在不放心去做个petct,"[-0.6042474  -0.7043067  -0.16161706 ...  0.57357764 -0.6988648
  0.13430834]"
轻度的问题不大，如果没有什么症状，没有尿路感染，什么情况的话可以过三个月再复查一个B超。,1,轻度的问题不大如果没有什么症状没有尿路感染什么情况的话可以过三个月再复查一个B超,"[-1.1976545  -0.21609445 -0.30334577 ... -0.09184715 -0.4582021
  0.16713619]"
建议听当地医生建议,1,建议听当地医生建议,"[-1.255995   -1.2035177  -0.17847198 ...  0.50658923 -0.8001671
  0.10960938]"
像你有胎盘低置状态不能做什么运动。,1,像你有胎盘低置状态不能做什么运动,"[-1.2957878  -0.5283083  -0.2312459  ...  0.9868407  -0.92439884
 -0.18727101]"
理论上都有可能的,0,理论上都有可能的,"[-0.8445889  -0.94437885 -1.075079   ...  0.56569487 -1.2044816
 -0.28528112]"
若对曼月乐有顾虑，可以考虑手术治疗，则需要来面诊进行评估，决定哪种手术方式合适,1,若对曼月乐有顾虑可以考虑手术治疗则需要来面诊进行评估决定哪种手术方式合适,"[-0.9692644  -1.214915   -0.08869575 ... -0.08984166 -0.8266871
  0.48195994]"
盐酸非索非那定片（莱多菲） 30mg*28片 数量：2盒,1,盐酸非索非那定片莱多菲30mg28片数量2盒,"[-1.7585051  -1.0301915  -0.6598278  ...  0.67382586 -1.1146162
  0.14843488]"
这个不一定，你先用三五天看情况,0,这个不一定你先用三五天看情况,"[-0.8664057  -1.0440121  -1.1762422  ...  0.4907228  -0.66146237
 -0.54748404]"
如果麻醉、血管外科认为风险大，不建议冒险手术，可以选择化疗加放疗。,1,如果麻醉血管外科认为风险大不建议冒险手术可以选择化疗加放疗,"[-0.9592867  -0.72500134 -0.2338139  ...  0.46087494 -0.4685086
  0.73530674]"
你好 图1手指皮疹多长时间了？,0,你好图1手指皮疹多长时间了,"[-0.58887476 -1.1753218  -0.26883    ...  0.09739392 -0.5840546
  0.13701163]"
这只是阴道镜检查，起到一个放大作用。,1,这只是阴道镜检查起到一个放大作用,"[-0.75123847 -0.9264295  -0.93485475 ...  0.12704785 -0.7850166
  0.17821145]"
脸上破的地方可以涂百多邦软膏消炎一日三次,1,脸上破的地方可以涂百多邦软膏消炎一日三次,"[ 0.08575998 -0.68664265 -0.3298856  ... -0.07630506 -0.6415221
 -0.57058305]"
然后可能需要化疗，甚至是放疗,1,然后可能需要化疗甚至是放疗,"[-1.1433829  -0.6737609  -0.59865797 ...  1.1347024  -0.59059805
  0.24382347]"
如果目前没有生育建议做一下盆腔核磁共振增强检查充分评估子宫大小及子宫内肿块是子宫肌瘤还是腺肌瘤；要考虑排卵及男方的情况综合后是否要先做控制肌瘤或腺肌瘤的保守手术（超声聚焦）或手术治疗,1,如果目前没有生育建议做一下盆腔核磁共振增强检查充分评估子宫大小及子宫内肿块是子宫肌瘤还是腺肌瘤要考虑排卵及男方的情况综合后是否要先做控制肌瘤或腺肌瘤的保守手术超声聚焦或手术治疗,"[-1.4319558  -0.46410775 -0.09380636 ...  0.25384596 -0.24619772
  0.7122236 ]"
粉刺基本以维a酸类药物为主,1,粉刺基本以维a酸类药物为主,"[-0.81676155 -1.388279   -0.47356284 ...  0.13443136 -0.5461944
 -0.06774235]"
呃，排尿多数是能排出来的尿储留的男性是比较少的男性更多尿失禁啊，然后排尿的话，呃，有一部分患者能够站立排尿，但是多数的我们推荐是要靠增加府衙啊，就是坐在马桶上用手挤压腹部或者是站着用手双手挤压下腹部来排尿啊，他确实不像原来一样，我想尿就尿啊，有一部分人能够站着像原来那样尿可能更多的患者呢，是要靠增加腹压来排尿的。,1,呃排尿多数是能排出来的尿储留的男性是比较少的男性更多尿失禁啊然后排尿的话呃有一部分患者能够站立排尿但是多数的我们推荐是要靠增加府衙啊就是坐在马桶上用手挤压腹部或者是站着用手双手挤压下腹部来排尿啊他确实不像原来一样我想尿就尿啊有一部分人能够站着像原来那样尿可能更多的患者呢是要靠增加腹压来排尿的,"[-0.7044119  -0.7809378  -0.56690526 ... -0.08275029 -1.0221004
 -0.46496582]"
用一个月,0,用一个月,"[-1.0635395  -1.2569454  -0.44614884 ...  1.1693683  -0.35972592
 -0.537432  ]"
克拉霉素、消痤丸按上面要求吃就好了,1,克拉霉素消痤丸按上面要求吃就好了,"[-0.66842735 -1.5246649  -0.32111716 ... -0.02410964 -0.46872658
 -0.21752404]"
涂2周,1,涂2周,"[-0.25337088 -1.0949214  -0.4884349  ...  1.1893086  -0.42920852
 -0.60096675]"
尽快来我们这里穿刺,1,尽快来我们这里穿刺,"[-0.98563045 -0.5299219   0.04935786 ...  0.43002746 -0.6203782
  0.18639308]"
他不需要做派特CT，这是一个非常早期的肿瘤。,1,他不需要做派特CT这是一个非常早期的肿瘤,"[-0.8037682  -0.7101389  -0.07555611 ...  0.44847727 -0.407892
  0.26723439]"
如果上述治疗方案仍控制不住，建议到医院做一下血液过敏源、免疫功能（包括免疫球蛋白E、抗核抗体等）、嗜酸细胞计数等检测。,1,如果上述治疗方案仍控制不住建议到医院做一下血液过敏源免疫功能包括免疫球蛋白E抗核抗体等嗜酸细胞计数等检测,"[-1.0230808  -0.9058153  -0.37358242 ...  0.32001632 -0.47589922
  0.45513985]"
好的啊，你不要紧张那个弹簧圈非常稳定，好吧。,0,好的啊你不要紧张那个弹簧圈非常稳定好吧,"[-0.7993308  -0.9722005  -0.30556083 ...  0.42115974 -0.868207
 -0.32977188]"
周一吧,0,周一吧,"[-0.57627326 -0.523217   -0.45962155 ...  0.64055973 -1.3700452
 -0.20798536]"
从优生角度来讲任何一种疫苗注射后都要过半年后才能怀孕。,1,从优生角度来讲任何一种疫苗注射后都要过半年后才能怀孕,"[-1.4494781  -1.00851    -0.40355134 ...  0.05144231 -0.48385254
 -0.05576585]"
图3根据照片看 不像疣 像胼胝 物理摩擦引起 没有大碍,1,图3根据照片看不像疣像胼胝物理摩擦引起没有大碍,"[-0.539029   -0.9955421   0.28602034 ... -0.09607033 -0.8307841
  0.32460234]"
大多数都是好的,0,大多数都是好的,"[-0.5023332  -0.8592644  -0.48593336 ... -0.07407387 -0.5162139
 -0.39041132]"
啊，这样那个维新唯一的话，我觉得作用不是特别大啊，所以呃。,1,啊这样那个维新唯一的话我觉得作用不是特别大啊所以呃,"[-0.5677786  -1.7422756  -0.20766425 ...  0.65664625 -0.8311605
 -0.1920408 ]"
儿童二妙丸可以每次6g，每天两次,1,儿童二妙丸可以每次6g每天两次,"[-0.6960666  -1.2320013  -0.09812865 ...  0.1537461  -0.4633498
 -0.3778646 ]"
